route,t,lat,lon,speed,speed_kmh,accel,signal,signal_1,signal_2,time_since_last_good,signal_bars,rsrp_dbm,rsrq_db,sinr_db,tower_distance_m,tower_count_nearby,real_tower_visible,rsrp_1,sinr_1,signal_delta,rsrp_delta,handover,distance_since_last_good_m
city_route,775.0,12.958981,77.604643,10.57,38.0,-0.84,1,1,1,0.0,5,-79.68,-11.362,7.277,558.92,3,1,-79.82,7.22,0,0.14,0,0.0
city_route,776.0,12.958981,77.604643,9.33,33.6,-1.24,1,1,1,0.0,5,-79.88,-11.403,7.193,562.28,3,1,-79.68,7.277,0,-0.2,0,0.0
city_route,777.0,12.958981,77.604643,9.91,35.7,0.58,1,1,1,0.0,5,-79.12,-11.24,7.52,549.2,3,1,-79.88,7.193,0,0.76,0,0.0
city_route,778.0,12.958981,77.604643,9.91,35.7,0.0,1,1,1,0.0,5,-78.06,-11.014,7.973,531.08,3,1,-79.12,7.52,0,1.06,0,0.0
city_route,779.0,12.958981,77.604643,0.0,0.0,-6.0,1,1,1,0.0,5,-76.83,-10.749,8.501,509.96,3,1,-78.06,7.973,0,1.23,0,0.0
city_route,780.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-76.94,-10.772,8.456,511.76,3,1,-76.83,8.501,0,-0.11,0,0.0
city_route,781.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-77.69,-10.934,8.132,524.72,3,1,-76.94,8.456,0,-0.75,0,0.0
city_route,782.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-74.96,-10.349,9.302,477.92,4,1,-77.69,8.132,0,2.73,0,0.0
city_route,783.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-74.48,-10.247,9.506,469.76,4,1,-74.96,9.302,0,0.48,0,0.0
city_route,784.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-73.63,-10.062,9.875,455.0,4,1,-74.48,9.506,0,0.85,0,0.0
city_route,785.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-71.67,-9.643,10.715,421.4,4,1,-73.63,9.875,0,1.96,0,0.0
city_route,786.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-71.45,-9.596,10.808,417.68,4,1,-71.67,10.715,0,0.22,0,0.0
city_route,787.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-72.04,-9.723,10.553,427.88,4,1,-71.45,10.808,0,-0.59,0,0.0
city_route,788.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-71.97,-9.708,10.583,426.68,4,1,-72.04,10.553,0,0.07,0,0.0
city_route,789.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-73.92,-10.126,9.749,460.04,4,1,-71.97,10.583,0,-1.95,0,0.0
city_route,790.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-74.33,-10.213,9.575,467.0,4,1,-73.92,9.749,0,-0.41,0,0.0
city_route,791.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-72.5,-9.821,10.358,435.68,4,1,-74.33,9.575,0,1.83,0,0.0
city_route,792.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-73.55,-10.046,9.908,453.68,4,1,-72.5,10.358,0,-1.05,0,0.0
city_route,793.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-75.27,-10.416,9.167,483.32,4,1,-73.55,9.908,0,-1.72,0,0.0
city_route,794.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-73.42,-10.018,9.965,451.4,4,1,-75.27,9.167,0,1.85,0,0.0
city_route,795.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-73.64,-10.067,9.866,455.36,4,1,-73.42,9.965,0,-0.22,0,0.0
city_route,796.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-75.13,-10.385,9.23,480.8,4,1,-73.64,9.866,0,-1.49,0,0.0
city_route,797.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-74.65,-10.281,9.437,472.52,4,1,-75.13,9.23,0,0.48,0,0.0
city_route,798.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-75.17,-10.393,9.215,481.4,4,1,-74.65,9.437,0,-0.52,0,0.0
city_route,799.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-79.92,-11.411,7.178,562.88,3,1,-75.17,9.215,0,-4.75,0,0.0
city_route,800.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-77.25,-10.839,8.321,517.16,3,1,-79.92,7.178,0,2.67,0,0.0
city_route,801.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-74.55,-10.261,9.479,470.84,4,1,-77.25,8.321,0,2.7,0,0.0
city_route,802.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-72.64,-9.853,10.295,438.2,4,1,-74.55,9.479,0,1.91,0,0.0
city_route,803.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-70.74,-9.444,11.111,405.56,4,1,-72.64,10.295,0,1.9,0,0.0
city_route,804.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-67.46,-8.741,12.518,349.28,4,1,-70.74,11.111,0,3.28,0,0.0
city_route,805.0,12.958981,77.604643,0.0,0.0,0.0,1,1,1,0.0,5,-66.6,-8.556,12.887,334.52,4,1,-67.46,12.518,0,0.86,0,0.0
city_route,806.0,12.958981,77.604643,8.25,29.7,6.0,1,1,1,0.0,5,-64.63,-8.136,13.727,300.92,4,1,-66.6,12.887,0,1.97,0,0.0
city_route,807.0,12.958586,77.604501,4.16,15.0,-4.09,1,1,1,0.0,5,-63.07,-7.8,14.399,274.04,4,1,-64.63,13.727,0,1.56,0,0.0
city_route,808.0,12.958586,77.604501,13.19,47.5,6.0,1,1,1,0.0,5,-64.05,-8.011,13.979,290.84,4,1,-63.07,14.399,0,-0.98,0,0.0
city_route,809.0,12.958549,77.604504,8.77,31.6,-4.42,1,1,1,0.0,5,-66.77,-8.593,12.815,337.4,4,1,-64.05,13.979,0,-2.72,0,0.0
city_route,810.0,12.958549,77.604504,8.04,28.9,-0.73,1,1,1,0.0,5,-65.81,-8.389,13.223,321.08,4,1,-66.77,12.815,0,0.96,0,0.0
city_route,811.0,12.958621,77.604634,4.72,17.0,-3.32,1,1,1,0.0,5,-64.53,-8.113,13.775,299.0,4,1,-65.81,13.223,0,1.28,0,0.0
city_route,812.0,12.958621,77.604634,8.18,29.5,3.46,1,1,1,0.0,5,-64.42,-8.091,13.817,297.32,4,1,-64.53,13.775,0,0.11,0,0.0
city_route,813.0,12.958621,77.604634,7.85,28.2,-0.33,1,1,1,0.0,5,-64.82,-8.175,13.649,304.04,4,1,-64.42,13.817,0,-0.4,0,0.0
city_route,814.0,12.958602,77.604832,0.0,0.0,-6.0,1,1,1,0.0,5,-63.38,-7.867,14.267,279.32,4,1,-64.82,13.649,0,1.44,0,0.0
city_route,815.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-63.68,-7.931,14.138,284.48,4,1,-63.38,14.267,0,-0.3,0,0.0
city_route,816.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-65.83,-8.393,13.214,321.44,4,1,-63.68,14.138,0,-2.15,0,0.0
city_route,817.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-68.79,-9.027,11.945,372.2,4,1,-65.83,13.214,0,-2.96,0,0.0
city_route,818.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-69.87,-9.257,11.486,390.56,4,1,-68.79,11.945,0,-1.08,0,0.0
city_route,819.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-76.29,-10.634,8.732,500.72,3,1,-69.87,11.486,0,-6.42,0,0.0
city_route,820.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-77.71,-10.937,8.126,524.96,3,1,-76.29,8.732,0,-1.42,0,0.0
city_route,821.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-78.55,-11.119,7.763,539.48,3,1,-77.71,8.126,0,-0.84,0,0.0
city_route,822.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-77.36,-10.862,8.276,518.96,3,1,-78.55,7.763,0,1.19,0,0.0
city_route,823.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-76.3,-10.637,8.726,500.96,3,1,-77.36,8.276,0,1.06,0,0.0
city_route,824.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-75.11,-10.38,9.239,480.44,4,1,-76.3,8.726,0,1.19,0,0.0
city_route,825.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-73.37,-10.007,9.986,450.56,4,1,-75.11,9.239,0,1.74,0,0.0
city_route,826.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-71.8,-9.672,10.655,423.8,4,1,-73.37,9.986,0,1.57,0,0.0
city_route,827.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-70.74,-9.443,11.114,405.44,4,1,-71.8,10.655,0,1.06,0,0.0
city_route,828.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-68.17,-8.893,12.215,361.4,4,1,-70.74,11.114,0,2.57,0,0.0
city_route,829.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-67.71,-8.795,12.41,353.6,4,1,-68.17,12.215,0,0.46,0,0.0
city_route,830.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-70.97,-9.492,11.015,409.4,4,1,-67.71,12.41,0,-3.26,0,0.0
city_route,831.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-72.09,-9.734,10.532,428.72,4,1,-70.97,11.015,0,-1.12,0,0.0
city_route,832.0,12.958602,77.604832,0.0,0.0,0.0,1,1,1,0.0,5,-72.54,-9.83,10.34,436.4,4,1,-72.09,10.532,0,-0.45,0,0.0
city_route,833.0,12.958602,77.604832,8.03,28.9,6.0,1,1,1,0.0,5,-72.07,-9.729,10.541,428.36,4,1,-72.54,10.34,0,0.47,0,0.0
city_route,834.0,12.958602,77.604832,8.13,29.3,0.1,1,1,1,0.0,5,-74.99,-10.355,9.29,478.4,4,1,-72.07,10.541,0,-2.92,0,0.0
city_route,835.0,12.958602,77.604832,4.75,17.1,-3.38,1,1,1,0.0,5,-71.63,-9.635,10.73,420.8,4,1,-74.99,9.29,0,3.36,0,0.0
city_route,836.0,12.958602,77.604832,5.76,20.7,1.01,1,1,1,0.0,5,-70.53,-9.399,11.201,401.96,4,1,-71.63,10.73,0,1.1,0,0.0
city_route,837.0,12.958602,77.604832,9.53,34.3,3.77,1,1,1,0.0,5,-70.04,-9.294,11.411,393.56,4,1,-70.53,11.201,0,0.49,0,0.0
city_route,838.0,12.958496,77.605072,2.64,9.5,-6.0,1,1,1,0.0,5,-71.61,-9.63,10.739,420.44,4,1,-70.04,11.411,0,-1.57,0,0.0
city_route,839.0,12.958496,77.605072,0.0,0.0,-2.64,1,1,1,0.0,5,-70.83,-9.463,11.075,407.0,4,1,-71.61,10.739,0,0.78,0,0.0
city_route,840.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-69.08,-9.089,11.822,377.12,4,1,-70.83,11.075,0,1.75,0,0.0
city_route,841.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-69.68,-9.216,11.567,387.32,4,1,-69.08,11.822,0,-0.6,0,0.0
city_route,842.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-68.82,-9.034,11.933,372.68,4,1,-69.68,11.567,0,0.86,0,0.0
city_route,843.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-69.68,-9.216,11.567,387.32,4,1,-68.82,11.933,0,-0.86,0,0.0
city_route,844.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-70.97,-9.494,11.012,409.52,4,1,-69.68,11.567,0,-1.29,0,0.0
city_route,845.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-73.64,-10.067,9.866,455.36,4,1,-70.97,11.012,0,-2.67,0,0.0
city_route,846.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-73.0,-9.928,10.145,444.2,4,1,-73.64,9.866,0,0.64,0,0.0
city_route,847.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-73.99,-10.14,9.719,461.24,4,1,-73.0,10.145,0,-0.99,0,0.0
city_route,848.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-75.81,-10.53,8.939,492.44,4,1,-73.99,9.719,0,-1.82,0,0.0
city_route,849.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-77.58,-10.91,8.18,522.8,3,1,-75.81,8.939,0,-1.77,0,0.0
city_route,850.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-76.76,-10.734,8.531,508.76,3,1,-77.58,8.18,0,0.82,0,0.0
city_route,851.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-76.07,-10.588,8.825,497.0,4,1,-76.76,8.531,0,0.69,0,0.0
city_route,852.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-75.84,-10.537,8.927,492.92,4,1,-76.07,8.825,0,0.23,0,0.0
city_route,853.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-77.37,-10.865,8.27,519.2,3,1,-75.84,8.927,0,-1.53,0,0.0
city_route,854.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-78.62,-11.132,7.736,540.56,3,1,-77.37,8.27,0,-1.25,0,0.0
city_route,855.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-78.49,-11.105,7.79,538.4,3,1,-78.62,7.736,0,0.13,0,0.0
city_route,856.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-75.26,-10.413,9.173,483.08,4,1,-78.49,7.79,0,3.23,0,0.0
city_route,857.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-75.4,-10.444,9.113,485.48,4,1,-75.26,9.173,0,-0.14,0,0.0
city_route,858.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-75.5,-10.464,9.071,487.16,4,1,-75.4,9.113,0,-0.1,0,0.0
city_route,859.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-76.24,-10.623,8.753,499.88,4,1,-75.5,9.071,0,-0.74,0,0.0
city_route,860.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,5,-77.96,-10.991,8.018,529.28,3,1,-76.24,8.753,0,-1.72,0,0.0
city_route,861.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,4,-80.83,-11.606,6.788,578.48,3,1,-77.96,8.018,0,-2.87,0,0.0
city_route,862.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,4,-82.97,-12.065,5.87,615.2,3,1,-80.83,6.788,0,-2.14,0,0.0
city_route,863.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,4,-81.71,-11.795,6.41,593.6,3,1,-82.97,5.87,0,1.26,0,0.0
city_route,864.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,4,-80.81,-11.602,6.797,578.12,3,1,-81.71,6.41,0,0.9,0,0.0
city_route,865.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,4,-81.61,-11.774,6.452,591.92,3,1,-80.81,6.797,0,-0.8,0,0.0
city_route,866.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,4,-85.27,-12.559,4.883,654.68,3,1,-81.61,6.452,0,-3.66,0,0.0
city_route,867.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,4,-83.39,-12.155,5.69,622.4,3,1,-85.27,4.883,0,1.88,0,0.0
city_route,868.0,12.958496,77.605072,0.0,0.0,0.0,1,1,1,0.0,4,-81.74,-11.803,6.395,594.2,3,1,-83.39,5.69,0,1.65,0,0.0
city_route,869.0,12.958496,77.605072,11.18,40.2,6.0,0,1,1,1.0,3,-90.09,-13.592,2.816,737.36,3,1,-81.74,6.395,-1,-8.35,1,11.18
city_route,870.0,12.958496,77.605072,8.12,29.2,-3.06,1,0,1,0.0,4,-86.44,-12.809,4.382,674.72,3,1,-90.09,2.816,1,3.65,1,0.0
city_route,871.0,12.958496,77.605072,4.75,17.1,-3.37,1,1,0,0.0,4,-82.32,-11.925,6.149,604.04,3,1,-86.44,4.382,0,4.12,0,0.0
city_route,872.0,12.95832,77.605322,9.14,32.9,4.39,1,1,1,0.0,5,-78.15,-11.033,7.934,532.64,3,1,-82.32,6.149,0,4.17,0,0.0
city_route,873.0,12.95832,77.605322,11.3,40.7,2.16,1,1,1,0.0,5,-77.59,-10.913,8.174,523.04,3,1,-78.15,7.934,0,0.56,0,0.0
city_route,874.0,12.95832,77.605322,4.27,15.4,-6.0,1,1,1,0.0,5,-76.73,-10.729,8.543,508.28,3,1,-77.59,8.174,0,0.86,0,0.0
city_route,875.0,12.95832,77.605322,8.65,31.1,4.38,1,1,1,0.0,5,-75.26,-10.413,9.173,483.08,4,1,-76.73,8.543,0,1.47,0,0.0
city_route,876.0,12.958107,77.605558,0.0,0.0,-6.0,1,1,1,0.0,5,-74.39,-10.228,9.545,468.2,4,1,-75.26,9.173,0,0.87,0,0.0
city_route,877.0,12.958107,77.605558,0.0,0.0,0.0,1,1,1,0.0,5,-72.39,-9.798,10.403,433.88,4,1,-74.39,9.545,0,2.0,0,0.0
city_route,878.0,12.958107,77.605558,0.0,0.0,0.0,1,1,1,0.0,5,-73.31,-9.995,10.01,449.6,4,1,-72.39,10.403,0,-0.92,0,0.0
city_route,879.0,12.958107,77.605558,0.0,0.0,0.0,1,1,1,0.0,5,-71.8,-9.671,10.658,423.68,4,1,-73.31,10.01,0,1.51,0,0.0
city_route,880.0,12.958107,77.605558,0.0,0.0,0.0,1,1,1,0.0,5,-72.46,-9.813,10.373,435.08,4,1,-71.8,10.658,0,-0.66,0,0.0
city_route,881.0,12.958107,77.605558,0.0,0.0,0.0,1,1,1,0.0,5,-73.08,-9.945,10.109,445.64,4,1,-72.46,10.373,0,-0.62,0,0.0
city_route,882.0,12.958107,77.605558,6.49,23.4,6.0,1,1,1,0.0,5,-73.98,-10.139,9.722,461.12,4,1,-73.08,10.109,0,-0.9,0,0.0
city_route,883.0,12.958107,77.605558,8.93,32.2,2.44,1,1,1,0.0,5,-74.1,-10.163,9.674,463.04,4,1,-73.98,9.722,0,-0.12,0,0.0
city_route,884.0,12.958107,77.605558,8.73,31.4,-0.2,1,1,1,0.0,5,-72.66,-9.855,10.289,438.44,4,1,-74.1,9.674,0,1.44,0,0.0
city_route,885.0,12.958107,77.605558,4.58,16.5,-4.15,1,1,1,0.0,5,-70.8,-9.457,11.087,406.52,4,1,-72.66,10.289,0,1.86,0,0.0
city_route,886.0,12.957955,77.605769,12.31,44.3,6.0,1,1,1,0.0,5,-74.07,-10.157,9.686,462.56,4,1,-70.8,11.087,0,-3.27,0,0.0
city_route,887.0,12.957955,77.605769,8.95,32.2,-3.36,1,1,1,0.0,5,-74.04,-10.151,9.698,462.08,4,1,-74.07,9.686,0,0.03,0,0.0
city_route,888.0,12.95798,77.605946,1.65,5.9,-6.0,1,1,1,0.0,5,-74.07,-10.159,9.683,462.68,4,1,-74.04,9.698,0,-0.03,0,0.0
city_route,889.0,12.95798,77.605946,8.09,29.1,6.0,1,1,1,0.0,5,-72.17,-9.75,10.499,430.04,4,1,-74.07,9.683,0,1.9,0,0.0
city_route,890.0,12.95798,77.605946,7.65,27.5,-0.44,1,1,1,0.0,5,-71.81,-9.674,10.652,423.92,4,1,-72.17,10.499,0,0.36,0,0.0
city_route,891.0,12.95798,77.605946,1.0,3.6,-6.0,1,1,1,0.0,5,-70.88,-9.475,11.051,407.96,4,1,-71.81,10.652,0,0.93,0,0.0
city_route,892.0,12.95798,77.605946,12.68,45.7,6.0,1,1,1,0.0,5,-74.81,-10.318,9.365,475.4,4,1,-70.88,11.051,0,-3.93,0,0.0
city_route,893.0,12.95798,77.605946,6.86,24.7,-5.82,1,1,1,0.0,5,-74.63,-10.277,9.446,472.16,4,1,-74.81,9.365,0,0.18,0,0.0
city_route,894.0,12.958258,77.606081,5.32,19.1,-1.54,1,1,1,0.0,5,-76.18,-10.608,8.783,498.68,4,1,-74.63,9.446,0,-1.55,0,0.0
city_route,895.0,12.958258,77.606081,12.28,44.2,6.0,1,1,1,0.0,4,-83.66,-12.212,5.576,626.96,3,1,-76.18,8.783,0,-7.48,0,0.0
city_route,896.0,12.958258,77.606081,6.99,25.2,-5.29,1,1,1,0.0,4,-81.75,-11.804,6.392,594.32,3,1,-83.66,5.576,0,1.91,0,0.0
city_route,897.0,12.958522,77.606148,8.11,29.2,1.12,1,1,1,0.0,5,-79.66,-11.355,7.289,558.44,3,1,-81.75,6.392,0,2.09,0,0.0
city_route,898.0,12.958522,77.606148,7.72,27.8,-0.39,1,1,1,0.0,5,-76.62,-10.703,8.594,506.24,3,1,-79.66,7.289,0,3.04,0,0.0
city_route,899.0,12.958522,77.606148,9.1,32.7,1.38,1,1,1,0.0,5,-73.37,-10.007,9.986,450.56,4,1,-76.62,8.594,0,3.25,0,0.0
city_route,900.0,12.958336,77.606114,10.55,38.0,1.45,1,1,1,0.0,5,-72.01,-9.716,10.568,427.28,4,1,-73.37,9.986,0,1.36,0,0.0
city_route,901.0,12.958336,77.606114,10.91,39.3,0.36,1,1,1,0.0,5,-71.23,-9.548,10.904,413.84,4,1,-72.01,10.568,0,0.78,0,0.0
city_route,902.0,12.958336,77.606114,6.53,23.5,-4.38,1,1,1,0.0,5,-70.48,-9.387,11.225,401.0,4,1,-71.23,10.904,0,0.75,0,0.0
city_route,903.0,12.958336,77.606114,8.09,29.1,1.56,1,1,1,0.0,5,-73.61,-10.059,9.881,454.76,4,1,-70.48,11.225,0,-3.13,0,0.0
city_route,904.0,12.958336,77.606114,8.04,29.0,-0.05,1,1,1,0.0,5,-76.99,-10.784,8.432,512.72,3,1,-73.61,9.881,0,-3.38,0,0.0
city_route,905.0,12.958336,77.606114,9.27,33.4,1.23,1,1,1,0.0,5,-76.04,-10.58,8.84,496.4,4,1,-76.99,8.432,0,0.95,0,0.0
city_route,906.0,12.958336,77.606114,10.0,36.0,0.73,1,1,1,0.0,5,-78.21,-11.045,7.91,533.6,3,1,-76.04,8.84,0,-2.17,0,0.0
city_route,907.0,12.958336,77.606114,3.67,13.2,-6.0,1,1,1,0.0,4,-84.88,-12.474,5.051,647.96,3,1,-78.21,7.91,0,-6.67,0,0.0
city_route,908.0,12.958336,77.606114,8.25,29.7,4.58,1,1,1,0.0,4,-82.85,-12.04,5.921,613.16,3,1,-84.88,5.051,0,2.03,0,0.0
city_route,909.0,12.958336,77.606114,10.49,37.8,2.24,1,1,1,0.0,4,-82.02,-11.863,6.275,599.0,3,1,-82.85,5.921,0,0.83,0,0.0
city_route,910.0,12.958336,77.606114,6.78,24.4,-3.71,1,1,1,0.0,4,-83.13,-12.1,5.801,617.96,3,1,-82.02,6.275,0,-1.11,0,0.0
city_route,911.0,12.958336,77.606114,7.86,28.3,1.08,1,1,1,0.0,4,-82.84,-12.038,5.924,613.04,3,1,-83.13,5.801,0,0.29,0,0.0
city_route,912.0,12.958336,77.606114,0.0,0.0,-6.0,1,1,1,0.0,4,-81.23,-11.693,6.614,585.44,3,1,-82.84,5.924,0,1.61,0,0.0
city_route,913.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-79.32,-11.284,7.433,552.68,3,1,-81.23,6.614,0,1.91,0,0.0
city_route,914.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-78.03,-11.006,7.988,530.48,3,1,-79.32,7.433,0,1.29,0,0.0
city_route,915.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-73.66,-10.07,9.86,455.6,4,1,-78.03,7.988,0,4.37,0,0.0
city_route,916.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-72.85,-9.896,10.208,441.68,4,1,-73.66,9.86,0,0.81,0,0.0
city_route,917.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-71.47,-9.601,10.799,418.04,4,1,-72.85,10.208,0,1.38,0,0.0
city_route,918.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-72.23,-9.764,10.472,431.12,4,1,-71.47,10.799,0,-0.76,0,0.0
city_route,919.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-73.1,-9.948,10.103,445.88,4,1,-72.23,10.472,0,-0.87,0,0.0
city_route,920.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-72.38,-9.797,10.406,433.76,4,1,-73.1,10.103,0,0.72,0,0.0
city_route,921.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-73.38,-10.01,9.98,450.8,4,1,-72.38,10.406,0,-1.0,0,0.0
city_route,922.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-71.96,-9.705,10.589,426.44,4,1,-73.38,9.98,0,1.42,0,0.0
city_route,923.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-69.37,-9.149,11.702,381.92,4,1,-71.96,10.589,0,2.59,0,0.0
city_route,924.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-72.29,-9.776,10.448,432.08,4,1,-69.37,11.702,0,-2.92,0,0.0
city_route,925.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-72.11,-9.737,10.526,428.96,4,1,-72.29,10.448,0,0.18,0,0.0
city_route,926.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-70.91,-9.48,11.039,408.44,4,1,-72.11,10.526,0,1.2,0,0.0
city_route,927.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-70.87,-9.473,11.054,407.84,4,1,-70.91,11.039,0,0.04,0,0.0
city_route,928.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-71.66,-9.641,10.718,421.28,4,1,-70.87,11.054,0,-0.79,0,0.0
city_route,929.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-70.82,-9.463,11.075,407.0,4,1,-71.66,10.718,0,0.84,0,0.0
city_route,930.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-68.74,-9.016,11.969,371.24,4,1,-70.82,11.075,0,2.08,0,0.0
city_route,931.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,5,-76.8,-10.742,8.516,509.36,3,1,-68.74,11.969,0,-8.06,1,0.0
city_route,932.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,4,-83.76,-12.234,5.531,628.76,3,1,-76.8,8.516,0,-6.96,0,0.0
city_route,933.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,4,-85.35,-12.575,4.85,656.0,3,1,-83.76,5.531,0,-1.59,0,0.0
city_route,934.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,4,-87.36,-13.007,3.986,690.56,3,1,-85.35,4.85,0,-2.01,0,0.0
city_route,935.0,12.958336,77.606114,0.0,0.0,0.0,1,1,1,0.0,4,-88.42,-13.233,3.533,708.68,3,1,-87.36,3.986,0,-1.06,0,0.0
